Strategy name,Filters result,Symbol,Gross profit (IS),Gross loss (IS),Avg. Profit Per Year (IS),numberof profits (IS),numberof trades (IS),% Profitable Months (IS),# of profits (IS),# of trades (IS),# of losses (IS),Worst Year Profit (IS),Annual % Return (IS),CAGR (IS),CalmarRatio (IS),Avg. % Profit Per Year (IS),AvgProfit Per Year (IS),Standard Deviation of Profit Per Year (IS),Varianceof Profit Per Year (IS),Net profit (IS),Net profit in pips (IS),Avg. Yearly Profit In Pips (IS),Standard Deviation of Yearly Profit In Pips (IS),Variance of Yearly Profit In Pips (IS),Variance of Profit Per Year (IS),Count Of Losing Years (IS),Coefficient of Variation,Net profit (OOS)
Strategy 0.4794,FAILED,GBPJPY_M1_UTC2,11339.1,3015.0,1040.5,21,36,58.33,21,36,15,-225.0,10.41,7.86,1.36,10.4,1040.5,1203.01,1447233.93,8324.1,924.9,115.61,133.67,17867.09,1447233.93,1,1.15621486,-1852.2
Strategy 0.4857,FAILED,GBPJPY_M1_UTC2,11809.8,4268.7,942.63,24,41,50.0,24,41,17,-612.0,9.43,7.28,0.78,9.43,942.63,1340.42,1796730.84,7541.1,837.9,104.74,148.94,22181.86,1796730.84,2,1.421997327,-1570.5
Strategy 0.4887,FAILED,GBPJPY_M1_UTC2,11952.9,4311.9,955.13,25,38,41.67,25,38,13,-571.5,9.55,7.35,0.76,9.55,955.13,1348.74,1819112.94,7641.0,849.0,106.13,149.86,22458.18,1819112.94,3,1.412041835,-1318.5
Strategy 0.4930,FAILED,GBPJPY_M1_UTC2,11403.0,4431.6,871.38,23,36,41.67,23,36,13,-577.8,8.71,6.84,0.72,8.71,871.38,1163.02,1352605.58,6971.4,774.6,96.82,129.22,16698.83,1352605.58,3,1.334641603,-1878.3
Strategy 0.5120,FAILED,GBPJPY_M1_UTC2,8327.7,2819.7,688.5,23,36,50.0,23,36,13,-418.5,6.88,5.64,1.08,6.89,688.5,992.84,985726.67,5508.0,612.0,76.5,110.32,12169.47,985726.67,2,1.442091503,-1047.6
Strategy 0.5125,FAILED,GBPJPY_M1_UTC2,12080.7,4172.4,988.5,25,37,41.67,25,37,12,-571.5,9.89,7.56,0.86,9.89,988.5,1334.22,1780156.21,7908.3,878.7,109.84,148.25,21977.24,1780156.21,3,1.349690459,-1683.9
Strategy 0.5171,FAILED,GBPJPY_M1_UTC2,9461.7,3487.5,746.75,26,41,58.33,26,41,15,-132.3,7.47,6.03,0.95,7.47,746.75,759.96,577536.64,5974.2,663.8,82.97,84.44,7130.08,577536.64,1,1.017717247,-2911.5
Strategy 0.5222,FAILED,GBPJPY_M1_UTC2,11136.6,3357.9,972.25,24,39,58.33,24,39,15,-306.0,9.72,7.46,0.96,9.72,972.25,1116.18,1245866.23,7778.7,864.3,108.04,124.02,15381.06,1245866.23,1,1.147908182,-1820.7
Strategy 0.5231,FAILED,GBPJPY_M1_UTC2,12293.1,5225.4,883.38,26,40,41.67,26,40,14,-579.6,8.83,6.91,0.74,8.84,883.38,1281.94,1643365.04,7067.7,785.3,98.16,142.44,20288.46,1643365.04,3,1.451100244,-1802.7
Strategy 0.5261,FAILED,GBPJPY_M1_UTC2,10493.1,2989.8,937.88,23,36,41.67,23,36,13,-76.5,9.38,7.25,1.16,9.38,937.88,1060.85,1125402.77,7503.3,833.7,104.21,117.87,13893.86,1125402.77,3,1.13108147,-2253.6
Strategy 0.5266,FAILED,GBPJPY_M1_UTC2,10273.5,3606.3,833.38,24,36,41.67,24,36,12,-445.5,8.33,6.59,1.1,8.33,833.38,1328.07,1763774.59,6667.2,740.8,92.6,147.56,21775.0,1763774.59,3,1.593520518,-630.0
Strategy 0.5469,FAILED,GBPJPY_M1_UTC2,11290.5,4076.1,901.75,25,41,50.0,25,41,16,-804.6,9.02,7.03,0.73,9.02,901.75,1343.61,1805280.2,7214.4,801.6,100.2,149.29,22287.41,1805280.2,2,1.48992016,-1987.2
Strategy 0.559,FAILED,GBPJPY_M1_UTC2,10714.5,3332.7,922.63,27,40,41.67,27,40,13,-224.1,9.23,7.15,1.05,9.23,922.63,1156.06,1336483.16,7381.8,820.2,102.53,128.45,16499.79,1336483.16,3,1.252804057,-2160.9
Strategy 0.569,FAILED,GBPJPY_M1_UTC2,9472.5,2716.2,844.5,22,35,50.0,22,35,13,-735.3,8.45,6.67,1.03,8.44,844.5,1384.53,1916913.33,6756.3,750.7,93.84,153.84,23665.6,1916913.33,2,1.639386189,-723.6
Strategy 0.57,FAILED,GBPJPY_M1_UTC2,10273.5,4547.7,715.63,29,46,41.67,29,46,17,-601.2,7.16,5.82,0.75,7.16,715.63,1131.55,1280398.15,5725.8,636.2,79.52,125.73,15807.38,1280398.15,3,1.58111167,-855.9
Strategy 0.582,FAILED,GBPJPY_M1_UTC2,9476.1,3569.4,738.25,24,41,58.33,24,41,17,-66.6,7.38,5.97,0.99,7.38,738.25,778.7,606368.01,5906.7,656.3,82.04,86.52,7486.02,606368.01,1,1.054607509,-2812.5
Strategy 0.586,FAILED,GBPJPY_M1_UTC2,12446.1,4437.9,1001.0,23,36,41.67,23,36,13,-571.5,10.01,7.63,0.87,10.01,1001.0,1377.0,1896115.36,8008.2,889.8,111.22,153.0,23408.83,1896115.36,3,1.375651861,-1476.9
Strategy 0.589,FAILED,GBPJPY_M1_UTC2,9100.8,2951.1,768.63,24,38,66.67,24,38,14,158.4,7.69,6.17,1.03,7.69,768.63,771.51,595227.56,6149.7,683.3,85.41,85.72,7348.49,595227.56,0,1.003629552,-2533.5
Strategy 0.603,FAILED,GBPJPY_M1_UTC2,10267.2,3997.8,783.63,26,43,41.67,26,43,17,-467.1,7.84,6.27,0.84,7.84,783.63,1145.43,1312016.88,6269.4,696.6,87.07,127.27,16197.74,1312016.88,3,1.461697485,-1488.6
Strategy 0.625,FAILED,GBPJPY_M1_UTC2,10150.2,3672.0,809.75,23,36,41.67,23,36,13,-445.5,8.1,6.44,1.06,8.1,809.75,1274.74,1624967.69,6478.2,719.8,89.97,141.64,20061.33,1624967.69,3,1.574302545,-630.0
Strategy 0.641,FAILED,GBPJPY_M1_UTC2,10916.1,3287.7,953.5,23,35,58.33,23,35,12,-581.4,9.54,7.34,0.82,9.53,953.5,1254.85,1574649.87,7628.4,847.6,105.95,139.43,19440.12,1574649.87,1,1.315998112,-1948.5
Strategy 0.642,FAILED,GBPJPY_M1_UTC2,11235.6,2949.3,1035.75,21,35,58.33,21,35,14,-225.0,10.36,7.84,1.36,10.36,1035.75,1192.31,1421612.62,8286.3,920.7,115.09,132.48,17550.77,1421612.62,1,1.15109914,-1852.2
Strategy 0.666,FAILED,GBPJPY_M1_UTC2,10984.5,3287.7,962.0,24,36,58.33,24,36,12,-581.4,9.62,7.4,0.83,9.62,962.0,1273.73,1622385.83,7696.8,855.2,106.9,141.53,20029.46,1622385.83,1,1.323947615,-1948.5
Strategy 0.698,FAILED,GBPJPY_M1_UTC2,6783.3,2773.8,501.13,17,34,50.0,17,34,17,-135.0,5.01,4.3,1.08,5.01,501.13,871.53,759564.03,4009.5,445.5,55.69,96.84,9377.33,759564.03,2,1.738911833,-1170.9
Strategy 0.700,FAILED,GBPJPY_M1_UTC2,6714.9,2773.8,492.63,17,34,50.0,17,34,17,-135.0,4.93,4.24,1.06,4.93,492.63,849.8,722168.23,3941.1,437.9,54.74,94.42,8915.66,722168.23,2,1.724881257,-1170.9
Strategy 0.702,FAILED,GBPJPY_M1_UTC2,11752.2,3972.6,972.38,24,40,50.0,24,40,16,-567.0,9.72,7.46,0.81,9.73,972.38,1349.75,1821836.58,7779.6,864.4,108.05,149.97,22491.81,1821836.58,2,1.387968533,-1480.5
Strategy 0.723,FAILED,GBPJPY_M1_UTC2,11516.4,2949.3,1070.88,22,36,58.33,22,36,14,-225.0,10.71,8.04,1.41,10.71,1070.88,1272.56,1619405.49,8567.1,951.9,118.99,141.4,19992.66,1619405.49,1,1.188335154,-1852.2
Strategy 0.731,FAILED,GBPJPY_M1_UTC2,9403.2,3714.3,711.0,23,37,50.0,23,37,14,-241.2,7.11,5.79,0.97,7.11,711.0,976.98,954490.73,5688.9,632.1,79.01,108.55,11783.84,954490.73,3,1.373876724,-954.0
Strategy 0.765,FAILED,GBPJPY_M1_UTC2,8102.7,2491.2,701.38,22,34,50.0,22,34,12,-418.5,7.01,5.73,1.1,7.01,701.38,1023.98,1048540.32,5611.5,623.5,77.94,113.78,12944.94,1048540.32,2,1.459840903,-1230.3
Strategy 0.77,FAILED,GBPJPY_M1_UTC2,11232.0,4136.4,886.88,25,37,41.67,25,37,12,-716.4,8.87,6.93,0.82,8.87,886.88,1354.35,1834265.06,7095.6,788.4,98.55,150.48,22645.25,1834265.06,3,1.526940639,-1231.2
Strategy 0.770,FAILED,GBPJPY_M1_UTC2,11197.8,3905.1,911.5,23,35,41.67,23,35,12,-577.8,9.12,7.09,0.76,9.12,911.5,1242.71,1544320.81,7292.7,810.3,101.29,138.08,19065.69,1544320.81,3,1.363214533,-1878.3
Strategy 0.802,FAILED,GBPJPY_M1_UTC2,10317.6,3606.3,838.88,25,37,41.67,25,37,12,-445.5,8.39,6.63,1.11,8.39,838.88,1340.63,1797287.22,6711.3,745.7,93.21,148.96,22188.73,1797287.22,3,1.598111791,-594.9
Strategy 0.811,FAILED,GBPJPY_M1_UTC2,9186.3,2625.3,820.13,22,35,66.67,22,35,13,167.4,8.2,6.51,1.11,8.2,820.13,777.71,604828.55,6561.0,729.0,91.12,86.41,7467.02,604828.55,0,0.948309921,-2716.2
Strategy 0.824,FAILED,GBPJPY_M1_UTC2,10539.0,3054.6,935.5,23,35,58.33,23,35,12,-646.2,9.36,7.23,0.83,9.35,935.5,1266.89,1605007.07,7484.4,831.6,103.95,140.77,19814.9,1605007.07,1,1.354208754,-1904.4
Strategy 0.88,FAILED,GBPJPY_M1_UTC2,9691.2,3203.1,811.0,23,36,66.67,23,36,13,6.3,8.11,6.45,1.16,8.11,811.0,883.5,780571.37,6488.1,720.9,90.11,98.17,9636.68,780571.37,0,1.089446232,-1906.2
Strategy 0.93,FAILED,GBPJPY_M1_UTC2,10324.8,3176.1,893.5,22,35,58.33,22,35,13,-198.0,8.94,6.97,1.28,8.94,893.5,1119.4,1253063.96,7148.7,794.3,99.29,124.38,15469.93,1253063.96,1,1.252694128,-1399.5
Strategy 0.930,FAILED,GBPJPY_M1_UTC2,10917.9,3584.7,916.63,23,37,50.0,23,37,14,-198.0,9.17,7.12,1.0,9.17,916.63,1177.14,1385654.23,7333.2,814.8,101.85,130.79,17106.84,1385654.23,2,1.284143348,-1274.4
Strategy 0.950,FAILED,GBPJPY_M1_UTC2,12219.3,4958.1,907.63,26,37,66.67,26,37,11,24.3,9.08,7.06,0.82,9.08,907.63,644.91,415910.5,7261.2,806.8,100.85,71.66,5134.7,415910.5,0,0.710560238,-1488.6
Strategy 0.981,FAILED,GBPJPY_M1_UTC2,11125.8,4401.9,840.38,23,36,41.67,23,36,13,-716.4,8.4,6.64,0.77,8.4,840.38,1252.3,1568245.76,6723.9,747.1,93.39,139.14,19361.06,1568245.76,3,1.489881144,-1024.2
template,PASSED,GBPJPY_M1_UTC2,35295.3,26917.2,1047.25,19,34,58.33,19,34,15,-2409.3,10.47,7.9,0.12,10.47,1047.25,2548.25,6493574.77,8378.1,930.9,116.36,283.14,80167.59,6493574.77,3,2.433310416,1341.9
Strategy 0.2135,PASSED,GBPJPY_M1_UTC2,7956.9,2898.0,632.25,23,35,54.55,23,35,12,-636.3,6.32,5.25,0.83,6.32,632.25,722.25,521649.52,5058.9,562.1,70.26,80.25,6440.12,521649.52,2,1.142186166,153.9
Strategy 0.2282,PASSED,GBPJPY_M1_UTC2,8307.9,3062.7,655.63,28,42,54.55,28,42,14,-242.1,6.56,5.41,0.94,6.56,655.63,614.07,377076.87,5245.2,582.8,72.85,68.23,4655.27,377076.87,2,0.936582018,153.9
Strategy 0.256,PASSED,GBPJPY_M1_UTC2,4786.2,1074.6,463.88,23,34,63.64,23,34,11,-216.9,4.64,4.02,1.85,4.64,463.88,414.17,171534.72,3711.6,412.4,51.55,46.02,2117.71,171534.72,1,0.892725509,157.5
Strategy 0.3346,PASSED,GBPJPY_M1_UTC2,3892.5,1109.7,347.75,24,34,63.64,24,34,10,-122.4,3.48,3.12,1.51,3.48,347.75,285.31,81404.4,2782.8,309.2,38.65,31.7,1004.99,81404.4,1,0.820181113,177.3
Strategy 0.371,PASSED,GBPJPY_M1_UTC2,5192.1,1029.6,520.25,24,34,63.64,24,34,10,-161.1,5.2,4.45,2.15,5.2,520.25,390.07,152151.5,4162.5,462.5,57.81,43.34,1878.41,152151.5,1,0.749697284,64.8
Strategy 0.3890,PASSED,GBPJPY_M1_UTC2,7621.2,2838.6,597.75,28,39,54.55,28,39,11,-636.3,5.98,5.01,0.79,5.98,597.75,749.55,561827.7,4782.6,531.4,66.43,83.28,6936.14,561827.7,2,1.253650459,153.9
Strategy 0.4599,PASSED,GBPJPY_M1_UTC2,7855.2,2838.6,627.0,23,34,54.55,23,34,11,-636.3,6.27,5.21,0.82,6.27,627.0,736.48,542397.22,5016.6,557.4,69.68,81.83,6696.26,542397.22,2,1.174368542,153.9
Strategy 0.4793,PASSED,GBPJPY_M1_UTC2,7821.0,2838.6,622.75,23,34,54.55,23,34,11,-636.3,6.23,5.18,0.81,6.23,622.75,731.32,534828.24,4982.4,553.6,69.2,81.26,6602.82,534828.24,2,1.174277457,153.9
Strategy 0.756,PASSED,GBPJPY_M1_UTC2,3648.6,1109.7,317.25,24,34,63.64,24,34,10,-122.4,3.17,2.87,1.39,3.17,317.25,245.18,60115.37,2538.9,282.1,35.26,27.24,742.16,60115.37,1,0.772546795,177.3
template,PASSED,GBPJPY_M1_UTC2,27011.7,31762.8,-593.87,19,34,58.33,19,34,15,-13527.0,-5.94,-7.74,-0.05,-5.94,-593.87,6194.95,3.837736711E7,-4751.1,-527.9,-65.99,688.33,473794.65,3.837736711E7,5,-10.43082285,1413.9
Strategy 0.1041,PASSED,GBPUSD_M1_UTC2,8797.0,2715.0,760.25,17,31,54.55,17,31,14,-957.0,7.6,6.12,0.85,7.6,760.25,1129.69,1276201.94,6082.0,608.2,76.02,112.97,12762.02,1276201.94,2,1.486056301,542.0
Strategy 0.1583,PASSED,GBPUSD_M1_UTC2,8156.0,2650.0,688.25,19,31,54.55,19,31,12,-781.0,6.88,5.64,1.03,6.88,688.25,1049.22,1100863.94,5506.0,550.6,68.83,104.92,11008.64,1100863.94,2,1.524335319,413.0
Strategy 0.1743,PASSED,GBPUSD_M1_UTC2,9293.0,2983.0,788.75,20,35,54.55,20,35,15,-781.0,7.89,6.31,1.15,7.89,788.75,1138.67,1296566.94,6310.0,631.0,78.88,113.87,12965.67,1296566.94,2,1.443585193,413.0
Strategy 0.1874,PASSED,GBPUSD_M1_UTC2,13637.0,5921.0,964.5,22,36,45.45,22,36,14,-913.0,9.64,7.41,0.8,9.65,964.5,1350.7,1824395.5,7716.0,771.6,96.45,135.07,18243.96,1824395.5,3,1.400414723,775.0
Strategy 0.191,PASSED,GBPUSD_M1_UTC2,9559.0,2448.0,888.88,21,31,54.55,21,31,10,-837.0,8.89,6.94,1.07,8.89,888.88,1236.44,1528795.86,7111.0,711.1,88.89,123.64,15287.96,1528795.86,2,1.390932613,475.0
Strategy 0.2001,PASSED,GBPUSD_M1_UTC2,13117.0,5415.0,962.75,20,32,45.45,20,32,12,-1192.0,9.63,7.4,0.81,9.63,962.75,1433.41,2054667.69,7702.0,770.2,96.28,143.34,20546.68,2054667.69,3,1.488782717,386.0
Strategy 0.2194,PASSED,GBPUSD_M1_UTC2,11880.0,4037.0,980.38,20,32,54.55,20,32,12,-634.0,9.8,7.51,0.8,9.8,980.38,1113.36,1239566.23,7843.0,784.3,98.04,111.34,12395.66,1239566.23,2,1.135658915,599.0
Strategy 0.2262,PASSED,GBPUSD_M1_UTC2,10437.0,3826.0,826.38,25,39,63.64,25,39,14,-1043.0,8.26,6.55,0.77,8.26,826.38,1062.53,1128977.98,6611.0,661.1,82.64,106.25,11289.78,1128977.98,1,1.285696999,528.0
Strategy 0.2299,PASSED,GBPUSD_M1_UTC2,9504.0,3174.0,791.25,20,32,54.55,20,32,12,-472.0,7.91,6.32,0.81,7.91,791.25,935.78,875687.94,6330.0,633.0,79.13,93.58,8756.88,875687.94,2,1.182610893,645.0
Strategy 0.2416,PASSED,GBPUSD_M1_UTC2,9137.0,2934.0,775.38,20,31,54.55,20,31,11,-472.0,7.75,6.22,0.79,7.75,775.38,905.9,820659.23,6203.0,620.3,77.54,90.59,8206.59,820659.23,2,1.168300232,645.0
Strategy 0.2420,PASSED,GBPUSD_M1_UTC2,11158.0,3879.0,909.88,28,43,54.55,28,43,15,-480.0,9.1,7.08,0.76,9.1,909.88,1015.47,1031181.36,7279.0,727.9,90.99,101.55,10311.81,1031181.36,2,1.11605671,610.0
Strategy 0.2497,PASSED,GBPUSD_M1_UTC2,5852.0,1910.0,492.75,19,31,54.55,19,31,12,-453.0,4.93,4.24,0.75,4.93,492.75,605.35,366449.94,3942.0,394.2,49.27,60.54,3664.5,366449.94,2,1.228739598,851.0
Strategy 0.2498,PASSED,GBPUSD_M1_UTC2,11361.0,4804.0,819.63,19,35,63.64,19,35,16,-613.0,8.2,6.51,0.71,8.2,819.63,951.99,906294.23,6557.0,655.7,81.96,95.2,9062.94,906294.23,1,1.161542216,537.0
Strategy 0.2503,PASSED,GBPUSD_M1_UTC2,9284.0,2791.0,811.63,19,34,54.55,19,34,15,-957.0,8.12,6.45,0.93,8.12,811.63,1258.55,1583941.23,6493.0,649.3,81.16,125.85,15839.41,1583941.23,2,1.55064071,479.0
Strategy 0.2539,PASSED,GBPUSD_M1_UTC2,13707.0,5619.0,1011.0,19,32,54.55,19,32,13,-1304.0,10.11,7.69,0.71,10.11,1011.0,1517.64,2303236.5,8088.0,808.8,101.1,151.76,23032.37,2303236.5,2,1.501088032,531.0
Strategy 0.2550,PASSED,GBPUSD_M1_UTC2,13728.0,5870.0,982.25,21,34,45.45,21,34,13,-913.0,9.82,7.52,0.77,9.82,982.25,1390.32,1932982.44,7858.0,785.8,98.23,139.03,19329.82,1932982.44,3,1.415351726,775.0
Strategy 0.2585,PASSED,GBPUSD_M1_UTC2,12415.0,4603.0,976.5,20,33,54.55,20,33,13,-1200.0,9.77,7.48,0.73,9.77,976.5,1324.06,1753136.75,7812.0,781.2,97.65,132.41,17531.37,1753136.75,2,1.355965182,544.0
Strategy 0.2733,PASSED,GBPUSD_M1_UTC2,11817.0,4582.0,904.38,24,39,54.55,24,39,15,-1028.0,9.04,7.04,0.76,9.04,904.38,1092.79,1194185.73,7235.0,723.5,90.44,109.28,11941.86,1194185.73,2,1.208314905,474.0
Strategy 0.284,PASSED,GBPUSD_M1_UTC2,7512.0,3035.0,559.63,16,31,45.45,16,31,15,-901.0,5.6,4.73,0.73,5.6,559.63,940.25,884077.73,4477.0,447.7,55.96,94.03,8840.78,884077.73,3,1.680307362,480.0
Strategy 0.286,PASSED,GBPUSD_M1_UTC2,9365.0,2901.0,808.0,22,37,63.64,22,37,15,-781.0,8.08,6.43,1.25,8.08,808.0,1102.06,1214537.75,6464.0,646.4,80.8,110.21,12145.38,1214537.75,1,1.363985149,326.0
Strategy 0.3035,PASSED,GBPUSD_M1_UTC2,8991.0,3266.0,715.63,20,34,63.64,20,34,14,-987.0,7.16,5.82,0.74,7.16,715.63,920.06,846514.23,5725.0,572.5,71.56,92.01,8465.14,846514.23,1,1.285774176,513.0
Strategy 0.3123,PASSED,GBPUSD_M1_UTC2,13982.0,5873.0,1013.63,24,37,45.45,24,37,13,-913.0,10.14,7.71,0.81,10.14,1013.63,1414.46,2000694.98,8109.0,810.9,101.36,141.45,20006.95,2000694.98,3,1.395520916,794.0
Strategy 0.3330,PASSED,GBPUSD_M1_UTC2,13302.0,5870.0,929.0,20,33,45.45,20,33,13,-913.0,9.29,7.19,0.73,9.29,929.0,1331.78,1773629.0,7432.0,743.2,92.9,133.18,17736.29,1773629.0,3,1.433584499,775.0
Strategy 0.3431,PASSED,GBPUSD_M1_UTC2,13648.0,5934.0,964.25,24,38,45.45,24,38,14,-913.0,9.64,7.41,0.72,9.64,964.25,1370.81,1879113.19,7714.0,771.4,96.43,137.08,18791.13,1879113.19,3,1.42154931,694.0
Strategy 0.3472,PASSED,GBPUSD_M1_UTC2,12166.0,3862.0,1038.0,22,34,54.55,22,34,12,-522.0,10.38,7.85,0.87,10.38,1038.0,1110.38,1232940.25,8304.0,830.4,103.8,111.04,12329.4,1232940.25,2,1.069749518,454.0
Strategy 0.3481,PASSED,GBPUSD_M1_UTC2,13190.0,5822.0,921.0,20,32,45.45,20,32,12,-913.0,9.21,7.14,0.72,9.21,921.0,1319.34,1740669.0,7368.0,736.8,92.1,131.93,17406.69,1740669.0,3,1.432464712,775.0
Strategy 0.3573,PASSED,GBPUSD_M1_UTC2,11338.0,3270.0,1008.5,21,32,63.64,21,32,11,-1043.0,10.08,7.67,0.97,10.09,1008.5,1281.69,1642725.25,8068.0,806.8,100.85,128.17,16427.25,1642725.25,1,1.270897372,575.0
Strategy 0.3597,PASSED,GBPUSD_M1_UTC2,5800.0,1986.0,476.75,19,32,54.55,19,32,13,-453.0,4.77,4.12,0.73,4.77,476.75,598.03,357641.94,3814.0,381.4,47.67,59.8,3576.42,357641.94,2,1.25445773,851.0
Strategy 0.3689,PASSED,GBPUSD_M1_UTC2,7752.0,3275.0,559.63,16,32,45.45,16,32,16,-901.0,5.6,4.73,0.73,5.6,559.63,945.4,893778.23,4477.0,447.7,55.96,94.54,8937.78,893778.23,3,1.689421015,480.0
Strategy 0.3719,PASSED,GBPUSD_M1_UTC2,8397.0,2811.0,698.25,17,33,54.55,17,33,16,-957.0,6.98,5.7,0.78,6.98,698.25,1065.97,1136291.94,5586.0,558.6,69.83,106.6,11362.92,1136291.94,2,1.526564514,558.0
Strategy 0.3849,PASSED,GBPUSD_M1_UTC2,13311.0,4786.0,1065.63,22,37,54.55,22,37,15,-669.0,10.66,8.01,0.89,10.66,1065.63,1194.38,1426550.98,8525.0,852.5,106.56,119.44,14265.51,1426550.98,2,1.120870871,599.0
Strategy 0.3859,PASSED,GBPUSD_M1_UTC2,6150.0,1986.0,520.5,19,32,54.55,19,32,13,-453.0,5.2,4.45,0.78,5.2,520.5,624.68,390224.75,4164.0,416.4,52.05,62.47,3902.25,390224.75,2,1.200192123,851.0
Strategy 0.3909,PASSED,GBPUSD_M1_UTC2,12763.0,4946.0,977.13,23,38,54.55,23,38,15,-1200.0,9.77,7.49,0.72,9.77,977.13,1266.94,1605146.61,7817.0,781.7,97.71,126.69,16051.47,1605146.61,2,1.296591956,616.0
Strategy 0.40,PASSED,GBPUSD_M1_UTC2,9295.0,3565.0,716.25,21,37,63.64,21,37,16,-987.0,7.16,5.83,0.75,7.16,716.25,933.24,870929.69,5730.0,573.0,71.63,93.32,8709.3,870929.69,1,1.302806087,441.0
Strategy 0.4138,PASSED,GBPUSD_M1_UTC2,9345.0,3075.0,783.75,19,31,63.64,19,31,12,-987.0,7.84,6.27,0.83,7.84,783.75,1040.8,1083267.44,6270.0,627.0,78.37,104.08,10832.67,1083267.44,1,1.328059206,513.0
Strategy 0.4140,PASSED,GBPUSD_M1_UTC2,11771.0,4239.0,941.5,20,33,54.55,20,33,13,-1028.0,9.41,7.27,0.76,9.41,941.5,1176.27,1383610.25,7532.0,753.2,94.15,117.63,13836.1,1383610.25,2,1.249389272,530.0
Strategy 0.4144,PASSED,GBPUSD_M1_UTC2,8930.0,3239.0,711.38,23,41,54.55,23,41,18,-957.0,7.11,5.79,0.75,7.11,711.38,1176.43,1383988.48,5691.0,569.1,71.14,117.64,13839.88,1383988.48,2,1.653640708,279.0
Strategy 0.4216,PASSED,GBPUSD_M1_UTC2,8581.0,2890.0,711.38,19,32,54.55,19,32,13,-781.0,7.11,5.79,1.07,7.11,711.38,1098.46,1206623.23,5691.0,569.1,71.14,109.85,12066.23,1206623.23,2,1.544138319,413.0
Strategy 0.4231,PASSED,GBPUSD_M1_UTC2,7352.0,3053.0,537.38,16,32,45.45,16,32,16,-901.0,5.37,4.57,0.71,5.37,537.38,934.37,873044.48,4299.0,429.9,53.74,93.44,8730.44,873044.48,3,1.738742092,480.0
Strategy 0.4245,PASSED,GBPUSD_M1_UTC2,13472.0,5415.0,1007.13,22,34,45.45,22,34,12,-1192.0,10.07,7.67,0.84,10.07,1007.13,1462.79,2139755.36,8057.0,805.7,100.71,146.28,21397.55,2139755.36,3,1.45248734,386.0
Strategy 0.4340,PASSED,GBPUSD_M1_UTC2,11188.0,3270.0,989.75,21,32,63.64,21,32,11,-1043.0,9.9,7.56,0.95,9.9,989.75,1249.03,1560079.94,7918.0,791.8,98.98,124.9,15600.8,1560079.94,1,1.261871085,575.0
Strategy 0.4360,PASSED,GBPUSD_M1_UTC2,11125.0,3250.0,984.38,21,31,63.64,21,31,10,-1043.0,9.84,7.53,0.94,9.84,984.38,1239.88,1537295.98,7875.0,787.5,98.44,123.99,15372.96,1537295.98,1,1.259548964,575.0
Strategy 0.4393,PASSED,GBPUSD_M1_UTC2,12890.0,4670.0,1027.5,23,34,45.45,23,34,11,-1198.0,10.28,7.79,0.74,10.27,1027.5,1569.66,2463842.0,8220.0,822.0,102.75,156.97,24638.42,2463842.0,3,1.527688564,639.0
Strategy 0.4398,PASSED,GBPUSD_M1_UTC2,10721.0,4095.0,828.25,19,34,63.64,19,34,15,-466.0,8.28,6.56,0.72,8.28,828.25,874.49,764738.44,6626.0,662.6,82.83,87.45,7647.38,764738.44,1,1.055776892,392.0
Strategy 0.4410,PASSED,GBPUSD_M1_UTC2,11692.0,4219.0,934.13,20,32,54.55,20,32,12,-1028.0,9.34,7.22,0.76,9.34,934.13,1163.46,1353628.11,7473.0,747.3,93.41,116.35,13536.28,1353628.11,2,1.245583985,530.0
Strategy 0.4506,PASSED,GBPUSD_M1_UTC2,12010.0,4057.0,994.13,20,33,54.55,20,33,13,-634.0,9.94,7.59,0.81,9.94,994.13,1136.26,1291094.36,7953.0,795.3,99.41,113.63,12910.94,1291094.36,2,1.143043959,599.0
Strategy 0.4630,PASSED,GBPUSD_M1_UTC2,9778.0,3315.0,807.88,19,32,63.64,19,32,13,-987.0,8.08,6.43,0.86,8.08,807.88,1088.41,1184625.61,6463.0,646.3,80.79,108.84,11846.26,1184625.61,1,1.347196435,513.0
Strategy 0.4804,PASSED,GBPUSD_M1_UTC2,11993.0,4219.0,971.75,21,33,54.55,21,33,12,-1028.0,9.72,7.45,0.78,9.72,971.75,1230.67,1514554.94,7774.0,777.4,97.18,123.07,15145.55,1514554.94,2,1.266412842,530.0
Strategy 0.4805,PASSED,GBPUSD_M1_UTC2,8281.0,2668.0,701.63,19,32,54.55,19,32,13,-781.0,7.02,5.73,1.05,7.02,701.63,1077.55,1161119.98,5613.0,561.3,70.16,107.76,11611.2,1161119.98,2,1.535917902,413.0
Strategy 0.4897,PASSED,GBPUSD_M1_UTC2,5750.0,1986.0,470.5,19,32,54.55,19,32,13,-453.0,4.7,4.07,0.72,4.7,470.5,595.97,355174.75,3764.0,376.4,47.05,59.6,3551.75,355174.75,2,1.266737513,927.0
Strategy 0.4995,PASSED,GBPUSD_M1_UTC2,8031.0,2668.0,670.38,19,32,54.55,19,32,13,-781.0,6.7,5.51,0.99,6.7,670.38,1012.05,1024244.98,5363.0,536.3,67.04,101.2,10242.45,1024244.98,2,1.509546539,413.0
Strategy 0.4999,PASSED,GBPUSD_M1_UTC2,8052.0,3275.0,597.13,16,32,45.45,16,32,16,-901.0,5.97,5.0,0.78,5.97,597.13,987.24,974637.61,4777.0,477.7,59.71,98.72,9746.38,974637.61,3,1.653324401,480.0
